Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Addressing Regulatory Barriers to Tribal Solar Deployment,National Renewable Energy Laboratory,Lab36471,Soft Costs,node/791371,Lab Award,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,4/1/2020,3/31/2023,"$1,400,000 ","$350,500.00",Golden,Colorado,80401-3111,node/4310034,39.755543,-105.2211,Sherry Stout,"The goal of this project is to articulate key barriers to tribal solar adoption and ready stakeholders to implement options to address them. By increasing institutional capacity and developing frameworks, trainings, and a technical document repository for regulatory bodies and tribes, this project can help expand an emerging market. The project will group barriers by types of use and by geographic region. In addition to the addressing regulatory barriers in the identified markets, significant capacity building among tribes seeking to deploy solar PV as well as the utilities serving those tribes will be included in the project. The main project team consists of the National Renewable Energy Laboratory (NREL) and the Midwest Tribal Energy Resources Association (MTERA)."
ADVANCED DISTRIBUTED GRID INFRASTRUCTURE (ADGI),"SPAN.IO, INC",DE-EE0009014,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,6/1/2020,6/30/2022,"$1,000,000 ","$1,000,000.00",San Francisco,California,94103,node/4310037,37.789018,-122.391506,Chadwick Conway,This project will develop hardware for solar-plus-storage systems that will build upon Span's first-generation novel breaker panel. This work will reduce the cost and complexity of adopting distributed energy resources like solar by reducing installation time and material costs. This system will be used in newly built homes and retrofitted ones. It will give homeowners the ability to monitor and control both their loads and generation and also improve the interface between homes and grid operators.
"ADVANCED SILICON CARBIDE WAFER MANUFACTURING FOR LOW COST, HIGH EFFICIENCY POWER ELECTRONICS IN SOLAR APPLICATIONS",Halo Industries,DE-EE0009016,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,3/1/2020,4/30/2022,"$1,000,000 ","$250,038.00",San Mateo,California,94401-2900,node/4310037,37.448491,-122.180281,Andrei Iancu,"This project will deliver a technology that mechanically fractures wafers off blocks of silicon carbide without wasting material. These wafers can be processed into power electronics devices that can be used in solar applications. Conventionally, the wafers are sawed off the blocks, which is a slow process in which the sawing wastes some material. This new technology could be faster and, if so, could reduce the cost of wafers due to higher throughput and reduced material loss."
"AUTOMATING DETECTION AND DIAGNOSIS OF FAULTS, FAILURES, AND UNDERPERFORMANCE IN PV PLANTS",Electric Power Research Institute,DE-EE0008976,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,4/1/2020,3/31/2023,"$2,000,000 ","$500,000.00",Palo Alto,California,94304,node/4310031,37.445797,-122.157575,Michael Bolen,"Using machine learning and developing algorithms, this project team will identify reasons for unplanned maintenance events at utility-scale solar photovoltaic (PV) plants and differentiate them from power fluctuations due to causes that do not require on-site maintenance, like weather or module degradation. By analyzing the continuous energy-production data stream coming from utility-scale PV arrays, this technology can eliminate false alarms that are sent to PV system owners and operations and maintenance firms. This would decrease the labor required to review underperformance, lower the levelized cost of PV electricity, and increase energy output."
AUTONOMOUS GRID-FORMING INVERTERS ENABLED BY ALWAYS-ON UNIVERSAL DROOP CONTROL WITHOUT EXTERNAL COMMUNICATION OR PHASE-LOCKED LOOPS,"SYNDEM, LLC",DE-EE0009030,Systems Integration,node/791071,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,2/1/2020,1/31/2022,"$623,453 ","$251,239.00",Willowbrook,Illinois,60527,node/4310040,41.74868,-87.94084,Qing-Chang Zhong,"This project will develop a hacker-proof grid-forming inverter that doesn't rely on a communication network, can avoid cascading blackouts even when there are grid faults, and can start up the grid without the help of a traditional generator in what's known as black start. The inverter will be able to autonomously resynchronize with the grid while supplying local loads, including during a black start. The project will address a major challenge of high penetration of solar and other distributed energy resources (DER) and offer guidelines for DER integration to improve grid stability, resiliency, security, and reliability."
BACK-CONTACT INTERFACE ENGINEERING FOR HIGHER EFFICIENCY CDTE PV,COLORADO STATE UNIVERSITY,DE-EE0008974,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,3/1/2020,6/30/2023,"$3,198,547 ","$1,000,064.00",Fort Collins,Colorado,80523,node/4310031,40.570291,-105.090163,James Sites,"The rear contact is one of the performance-limiting components of cadmium telluride (CdTe) solar cells, and it will likely need to be dramatically improved for CdTe is to reach monocrystalline silicon cell efficiencies. This project team will identify the best materials to use to make high-quality passivated rear contacts for thin-film CdTe solar cells, and possibly bifacial modules, pushing CdTe technology closer to 25% efficiency while preventing power loss."
Building a Framework to Genetically Characterize "Feather Spots" and Understand Demographic Impacts of Solar Energy Sites on Migratory Bird Populations,"University of California, Los Angeles",DE-EE0009005,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,4/1/2020,9/30/2024,"$1,545,236 ","$431,497.00",Los Angeles,California,90001-0001,node/4310034,33.96979,-118.246815,Ryan J Harrigan,"This project plans to improve data on bird mortality at solar facilities by applying new genetic-based methodologies to characterize feathers recovered from solar energy facilities by species, population of origin, and individual. The resulting data will be used to develop models to evaluate the risk of solar energy facilities to specific bird populations. The results of this project can be used to develop cost-effective bird monitoring and mitigation strategies at solar facilities."
COOPERATIVES ACHIEVING RURAL EQUITY IN SOLAR (CARES),NRECA Research,DE-EE0009010,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,3/1/2020,4/30/2023,"$954,800 ","$253,200.00",Arlington,Virginia,22203,node/4310034,38.892209,-77.070837,Adaora Ifebigh,"This project will provide models, best practices, and other materials for cooperative utilities, solar developers, and community and regional financial institutions to expand solar affordability in low- to moderate-income communities. The team will investigate solutions that will streamline customer access to solar, enable small-scale solar projects to more easily obtain the economic benefits available to larger-scale projects, and use financial mechanisms that leverage opportunity zone benefits, among other challenges. The project incorporates participation from rural electric cooperatives, community and regional financial institutions, nonprofits, foundations, solar developers, economic development agencies, and current and potential customers."
CROSS-CUTTING METROLOGY TOOLS FOR IN OPERANDO CHARACTERIZATION OF CARRIER DYNAMICS IN PHOTOVOLTAIC DEVICES,DREXEL UNIVERSITY,DE-EE0008986,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,5/1/2020,4/30/2021,"$200,000 ","$50,000.00",Philadelphia,Pennsylvania,19104,node/4310031,39.9508,-75.1601,Jason Baxter,This project team will develop cross-cutting measurement tools after exposing copper indium gallium selenide thin-film solar cells to infrared light with tremendously high terahertz frequencies. These methods will enable the observation of how charge carriers move and recombine in the various photovoltaic device layers while the cell is operating. The team will obtain key parameters using noncontact probes and modeling in experiments.
Developing a Deep Learning-Computer Vision Framework to Monitor Avian Interactions with Solar Energy Facility Infrastructure,Argonne National Laboratory,Lab36473,Soft Costs,node/791371,Lab Award,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,3/1/2020,3/31/2023,"$1,274,966 ","$397,396.00",Lemont,Illinois,60439,node/4310034,41.672949,-87.962884,Yuki Hamada,"Accurate understanding of interactions between birds and solar infrastructure is important for continued deployment of utility-scale solar energy facilities. Current monitoring methods for avian-solar interactions rely on periodic surveys for bird carcasses conducted by human observers. These methods are infrequent and subject to errors related to searcher efficiency and carcass predation. Additionally, training and repeated deployment of observers for field surveys are costly and can present health and safety concerns for observers working outdoors. The goal of this project is to develop a technology for automated monitoring of avian-solar interactions, more specifically fly-through, perching, and collisions, using a deep learning (DL) approach in conjunction with a high-definition camera and edge computing. This project will produce rigorously tested DL models that are executed on edge-computing cameras. The purpose of this technology development is to improve the ability to collect a large volume of accurate data on avian-solar interactions in order to facilitate understanding of solar-related avian impacts. Argonne will develop this technology for photovoltaic (PV) solar energy facilities. At the end of this project, the technology will be ready for systematic field trials at solar energy facilities. Once developed, the avian monitoring system could be trained for application at concentrating solar power (CSP) facilities."
DEVELOPING A SINGLE BEAM ION SOURCE TECHNOLOGY FOR EFFICIENT MANUFACTURING OF TRANSPARENT CONDUCTIVE THIN FILMS,Scion Plasma LLC,DE-EE0009018,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,3/1/2020,10/31/2022,"$800,000 ","$200,000.00",East Lansing,Michigan,48823,node/4310037,42.74688,-84.48370,Maheshwar Shrestha,"This project will develop a tool that rapidly deposits transparent conductive oxide onto heterojunction silicon with intrinsic thin layer (HIT) solar cells, improving their performance. HIT cells are more efficient than other device structures but require a transparent conductive oxide. However, these oxides are costly and difficult to deposit quickly without altering the structure of the cell and lowering its efficiency. This technology will increase the oxide deposition rate, which will increase the manufacturing rate of these cells while reducing the cost, thereby increasing their market value."
DEVELOPMENT OF A LOW-COST SINGLE CRYSTAL SILICON SUBSTRATE PROCESS FOR >23% SOLAR CELLS,Leading Edge Crystal Technologies,DE-EE0008971,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,4/1/2020,3/31/2023,"$2,500,000 ","$1,299,999.00",Somerville,Massachusetts,02143-4109,node/4310031,42.380876,-71.100288,Alison Greenlee,"This project will improve Leading Edge's floating-silicon method for producing high-quality single crystalline wafers, as opposed to the conventional process of using wire saws to slice the wafers off a block of silicon called an ingot. Sawing creates silicon shavings that wastes material, whereas this technology produces continuous thin silicon ribbons in a solution. The goal of this work is to remove any contaminating oxygen impurities in the silicon while it changes from liquid to solid, through increased understanding and better-engineered floating silicon furnaces."
